id,painting_id,star_count,user_id,create_time
4567,96,4,48,2025-09-21 10:22:26
4568,123,2,48,2025-09-21 10:23:26
4569,127,3,48,2025-09-21 10:24:26
4570,2,4,49,2025-09-21 10:25:26
4571,23,4,49,2025-09-21 10:26:26
4572,42,2,49,2025-09-21 10:27:26
4573,53,1,49,2025-09-21 10:28:26
4574,57,4,49,2025-09-21 10:29:26
4575,58,3,49,2025-09-21 10:30:26
4576,67,4,49,2025-09-21 10:31:26
4577,77,3,49,2025-09-21 10:32:26
4578,82,3,49,2025-09-21 10:33:26
4579,31,3,50,2025-09-21 10:34:26
4580,36,3,50,2025-09-21 10:35:26
4581,47,3,50,2025-09-21 10:36:26
4582,49,4,50,2025-09-21 10:37:26
4583,54,2,50,2025-09-21 10:38:26
4584,87,2,50,2025-09-21 10:39:26
4585,88,4,50,2025-09-21 10:40:26
4586,99,5,50,2025-09-21 10:41:26
4587,105,2,50,2025-09-21 10:42:26
4588,157,1,50,2025-09-21 10:43:26
4589,20,3,51,2025-09-21 10:44:26
4590,29,2,51,2025-09-21 10:45:26
4591,56,4,51,2025-09-21 10:46:26
4592,74,2,51,2025-09-21 10:47:26
4593,78,1,51,2025-09-21 10:48:26
4594,125,5,51,2025-09-21 10:49:26
4595,128,3,51,2025-09-21 10:50:26
4596,130,5,51,2025-09-21 10:51:26
4597,133,2,51,2025-09-21 10:52:26
4598,8,3,52,2025-09-21 10:53:26
4599,11,5,52,2025-09-21 10:54:26
4600,20,1,52,2025-09-21 10:55:26
4601,21,2,52,2025-09-21 10:56:26
4602,55,4,52,2025-09-21 10:57:26
4603,62,2,52,2025-09-21 10:58:26
4604,79,2,52,2025-09-21 10:59:26
4605,100,2,52,2025-09-21 11:00:26
4606,121,2,52,2025-09-21 11:01:26
4607,9,4,53,2025-09-21 11:02:26
4608,12,5,53,2025-09-21 11:03:26
4609,32,3,53,2025-09-21 11:04:26
4610,49,5,53,2025-09-21 11:05:26
4611,59,3,53,2025-09-21 11:06:26
4612,63,2,53,2025-09-21 11:07:26
4613,74,2,53,2025-09-21 11:08:26
4614,133,4,53,2025-09-21 11:09:26
4615,134,3,53,2025-09-21 11:10:26
4616,157,2,53,2025-09-21 11:11:26
4617,28,1,54,2025-09-21 11:12:26
4618,43,4,54,2025-09-21 11:13:26
4619,59,1,54,2025-09-21 11:14:26
4620,76,2,54,2025-09-21 11:15:26
4621,85,5,54,2025-09-21 11:16:26
4622,88,2,54,2025-09-21 11:17:26
4623,95,4,54,2025-09-21 11:18:26
4624,105,3,54,2025-09-21 11:19:26
4625,115,5,54,2025-09-21 11:20:26
4626,127,4,54,2025-09-21 11:21:26
4627,143,2,54,2025-09-21 11:22:26
4628,161,3,54,2025-09-21 11:23:26
4629,5,5,55,2025-09-21 11:24:26
4630,15,5,55,2025-09-21 11:25:26
4631,58,5,55,2025-09-21 11:26:26
4632,105,4,55,2025-09-21 11:27:26
4633,112,4,55,2025-09-21 11:28:26
4634,121,4,55,2025-09-21 11:29:26
4635,127,1,55,2025-09-21 11:30:26
4636,134,1,55,2025-09-21 11:31:26
4637,138,3,55,2025-09-21 11:32:26
4638,142,3,55,2025-09-21 11:33:26
4639,154,1,55,2025-09-21 11:34:26
4640,158,4,55,2025-09-21 11:35:26
4641,18,4,56,2025-09-21 11:36:26
4642,28,2,56,2025-09-21 11:37:26
4643,34,2,56,2025-09-21 11:38:26
4644,69,1,56,2025-09-21 11:39:26
4645,80,3,56,2025-09-21 11:40:26
4646,91,4,56,2025-09-21 11:41:26
4647,93,5,56,2025-09-21 11:42:26
4648,96,2,56,2025-09-21 11:43:26
4649,107,3,56,2025-09-21 11:44:26
4650,132,4,56,2025-09-21 11:45:26
4651,144,5,56,2025-09-21 11:46:26
4652,7,3,57,2025-09-21 11:47:26
4653,9,3,57,2025-09-21 11:48:26
4654,14,3,57,2025-09-21 11:49:26
4655,26,2,57,2025-09-21 11:50:26
4656,27,2,57,2025-09-21 11:51:26
4657,29,1,57,2025-09-21 11:52:26
4658,34,1,57,2025-09-21 11:53:26
4659,52,5,57,2025-09-21 11:54:26
4660,85,4,57,2025-09-21 11:55:26
4661,91,5,57,2025-09-21 11:56:26
4662,105,5,57,2025-09-21 11:57:26
4663,14,3,58,2025-09-21 11:58:26
4664,17,1,58,2025-09-21 11:59:26
4665,24,2,58,2025-09-21 12:00:26
4666,34,3,58,2025-09-21 12:01:26
4667,63,3,58,2025-09-21 12:02:26
4668,65,2,58,2025-09-21 12:03:26
4669,67,1,58,2025-09-21 12:04:26
4670,88,5,58,2025-09-21 12:05:26
4671,102,5,58,2025-09-21 12:06:26
4672,105,4,58,2025-09-21 12:07:26
4673,136,2,58,2025-09-21 12:08:26
4674,140,3,58,2025-09-21 12:09:26
4675,13,2,59,2025-09-21 12:10:26
4676,21,3,59,2025-09-21 12:11:26
4677,23,1,59,2025-09-21 12:12:26
4678,47,4,59,2025-09-21 12:13:26
4679,77,1,59,2025-09-21 12:14:26
4680,97,1,59,2025-09-21 12:15:26
4681,131,1,59,2025-09-21 12:16:26
4682,135,4,59,2025-09-21 12:17:26
4683,150,3,59,2025-09-21 12:18:26
4684,165,5,59,2025-09-21 12:19:26
4685,18,4,60,2025-09-21 12:20:26
4686,20,2,60,2025-09-21 12:21:26
4687,29,3,60,2025-09-21 12:22:26
4688,53,2,60,2025-09-21 12:23:26
4689,62,3,60,2025-09-21 12:24:26
4690,68,4,60,2025-09-21 12:25:26
4691,103,4,60,2025-09-21 12:26:26
4692,130,1,60,2025-09-21 12:27:26
4693,142,3,60,2025-09-21 12:28:26
4694,154,4,60,2025-09-21 12:29:26
4695,21,4,61,2025-09-21 12:30:26
4696,23,5,61,2025-09-21 12:31:26
4697,35,3,61,2025-09-21 12:32:26
4698,75,4,61,2025-09-21 12:33:26
4699,89,5,61,2025-09-21 12:34:26
4700,104,2,61,2025-09-21 12:35:26
4701,144,3,61,2025-09-21 12:36:26
4702,146,2,61,2025-09-21 12:37:26
4703,148,3,61,2025-09-21 12:38:26
4704,159,2,61,2025-09-21 12:39:26
4705,6,4,62,2025-09-21 12:40:26
4706,25,4,62,2025-09-21 12:41:26
4707,26,4,62,2025-09-21 12:42:26
4708,36,2,62,2025-09-21 12:43:26
4709,83,5,62,2025-09-21 12:44:26
4710,95,2,62,2025-09-21 12:45:26
4711,100,5,62,2025-09-21 12:46:26
4712,121,4,62,2025-09-21 12:47:26
4713,129,2,62,2025-09-21 12:48:26
4714,141,2,62,2025-09-21 12:49:26
4715,144,5,62,2025-09-21 12:50:26
4716,151,4,62,2025-09-21 12:51:26
4717,71,3,63,2025-09-21 12:52:26
4718,78,3,63,2025-09-21 12:53:26
4719,95,2,63,2025-09-21 12:54:26
4720,107,1,63,2025-09-21 12:55:26
4721,109,4,63,2025-09-21 12:56:26
4722,118,5,63,2025-09-21 12:57:26
4723,128,2,63,2025-09-21 12:58:26
4724,148,2,63,2025-09-21 12:59:26
4725,150,5,63,2025-09-21 13:00:26
4726,158,3,63,2025-09-21 13:01:26
4727,161,1,63,2025-09-21 13:02:26
4728,21,5,64,2025-09-21 13:03:26
4729,22,3,64,2025-09-21 13:04:26
4730,54,5,64,2025-09-21 13:05:26
4731,59,3,64,2025-09-21 13:06:26
4732,65,2,64,2025-09-21 13:07:26
4733,66,3,64,2025-09-21 13:08:26
4734,111,4,64,2025-09-21 13:09:26
4735,135,4,64,2025-09-21 13:10:26
4736,145,5,64,2025-09-21 13:11:26
4737,165,4,64,2025-09-21 13:12:26
4738,8,4,65,2025-09-21 13:13:26
4739,27,4,65,2025-09-21 13:14:26
4740,29,2,65,2025-09-21 13:15:26
4741,32,5,65,2025-09-21 13:16:26
4742,35,2,65,2025-09-21 13:17:26
4743,77,2,65,2025-09-21 13:18:26
4744,110,4,65,2025-09-21 13:19:26
4745,127,5,65,2025-09-21 13:20:26
4746,130,3,65,2025-09-21 13:21:26
4747,164,1,65,2025-09-21 13:22:26
4748,5,5,66,2025-09-21 13:23:26
4749,20,5,66,2025-09-21 13:24:26
4750,26,3,66,2025-09-21 13:25:26
4751,42,3,66,2025-09-21 13:26:26
4752,62,4,66,2025-09-21 13:27:26
4753,64,2,66,2025-09-21 13:28:26
4754,99,3,66,2025-09-21 13:29:26
4755,123,4,66,2025-09-21 13:30:26
4756,154,2,66,2025-09-21 13:31:26
4757,48,5,67,2025-09-21 13:32:26
4758,80,3,67,2025-09-21 13:33:26
4759,84,2,67,2025-09-21 13:34:26
4760,103,1,67,2025-09-21 13:35:26
4761,110,4,67,2025-09-21 13:36:26
4762,118,5,67,2025-09-21 13:37:26
4763,119,5,67,2025-09-21 13:38:26
4764,158,1,67,2025-09-21 13:39:26
4765,163,4,67,2025-09-21 13:40:26
4766,7,1,68,2025-09-21 13:41:26
4767,15,2,68,2025-09-21 13:42:26
4768,25,3,68,2025-09-21 13:43:26
4769,30,3,68,2025-09-21 13:44:26
4770,55,4,68,2025-09-21 13:45:26
4771,71,2,68,2025-09-21 13:46:26
4772,96,2,68,2025-09-21 13:47:26
4773,122,5,68,2025-09-21 13:48:26
4774,124,2,68,2025-09-21 13:49:26
4775,155,2,68,2025-09-21 13:50:26
4776,13,4,69,2025-09-21 13:51:26
4777,37,4,69,2025-09-21 13:52:26
4778,47,4,69,2025-09-21 13:53:26
4779,52,1,69,2025-09-21 13:54:26
4780,72,5,69,2025-09-21 13:55:26
4781,74,4,69,2025-09-21 13:56:26
4782,90,3,69,2025-09-21 13:57:26
4783,95,3,69,2025-09-21 13:58:26
4784,141,2,69,2025-09-21 13:59:26
4785,145,2,69,2025-09-21 14:00:26
4786,155,5,69,2025-09-21 14:01:26
4787,158,1,69,2025-09-21 14:02:26
4788,8,1,70,2025-09-21 14:03:26
4789,10,4,70,2025-09-21 14:04:26
4790,11,1,70,2025-09-21 14:05:26
4791,18,3,70,2025-09-21 14:06:26
4792,41,4,70,2025-09-21 14:07:26
4793,75,5,70,2025-09-21 14:08:26
4794,77,3,70,2025-09-21 14:09:26
4795,80,3,70,2025-09-21 14:10:26
4796,103,1,70,2025-09-21 14:11:26
4797,144,4,70,2025-09-21 14:12:26
4798,15,2,71,2025-09-21 14:13:26
4799,20,4,71,2025-09-21 14:14:26
4800,25,1,71,2025-09-21 14:15:26
4801,33,5,71,2025-09-21 14:16:26
4802,34,4,71,2025-09-21 14:17:26
4803,106,4,71,2025-09-21 14:18:26
4804,109,1,71,2025-09-21 14:19:26
4805,135,3,71,2025-09-21 14:20:26
4806,136,5,71,2025-09-21 14:21:26
4807,149,4,71,2025-09-21 14:22:26
4808,156,2,71,2025-09-21 14:23:26
4809,26,1,72,2025-09-21 14:24:26
4810,46,1,72,2025-09-21 14:25:26
4811,49,2,72,2025-09-21 14:26:26
4812,52,3,72,2025-09-21 14:27:26
4813,59,3,72,2025-09-21 14:28:26
4814,66,4,72,2025-09-21 14:29:26
4815,86,3,72,2025-09-21 14:30:26
4816,111,5,72,2025-09-21 14:31:26
4817,125,5,72,2025-09-21 14:32:26
4818,163,4,72,2025-09-21 14:33:26
4819,7,1,73,2025-09-21 14:34:26
4820,13,2,73,2025-09-21 14:35:26
4821,18,4,73,2025-09-21 14:36:26
4822,35,2,73,2025-09-21 14:37:26
4823,57,5,73,2025-09-21 14:38:26
4824,70,5,73,2025-09-21 14:39:26
4825,83,5,73,2025-09-21 14:40:26
4826,114,2,73,2025-09-21 14:41:26
4827,157,5,73,2025-09-21 14:42:26
4828,163,2,73,2025-09-21 14:43:26
4829,14,4,74,2025-09-21 14:44:26
4830,49,1,74,2025-09-21 14:45:26
4831,58,5,74,2025-09-21 14:46:26
4832,59,4,74,2025-09-21 14:47:26
4833,68,4,74,2025-09-21 14:48:26
4834,80,2,74,2025-09-21 14:49:26
4835,98,1,74,2025-09-21 14:50:26
4836,116,5,74,2025-09-21 14:51:26
4837,144,3,74,2025-09-21 14:52:26
4838,3,1,75,2025-09-21 14:53:26
4839,22,4,75,2025-09-21 14:54:26
4840,32,2,75,2025-09-21 14:55:26
4841,47,4,75,2025-09-21 14:56:26
4842,73,2,75,2025-09-21 14:57:26
4843,76,1,75,2025-09-21 14:58:26
4844,82,1,75,2025-09-21 14:59:26
4845,86,1,75,2025-09-21 15:00:26
4846,126,1,75,2025-09-21 15:01:26
4847,163,3,75,2025-09-21 15:02:26
4848,17,5,76,2025-09-21 15:03:26
4849,22,2,76,2025-09-21 15:04:26
4850,28,2,76,2025-09-21 15:05:26
4851,38,2,76,2025-09-21 15:06:26
4852,41,1,76,2025-09-21 15:07:26
4853,66,5,76,2025-09-21 15:08:26
4854,83,4,76,2025-09-21 15:09:26
4855,113,2,76,2025-09-21 15:10:26
4856,121,2,76,2025-09-21 15:11:26
4857,154,2,76,2025-09-21 15:12:26
4858,11,5,77,2025-09-21 15:13:26
4859,33,5,77,2025-09-21 15:14:26
4860,37,1,77,2025-09-21 15:15:26
4861,51,2,77,2025-09-21 15:16:26
4862,52,1,77,2025-09-21 15:17:26
4863,57,3,77,2025-09-21 15:18:26
4864,97,1,77,2025-09-21 15:19:26
4865,109,4,77,2025-09-21 15:20:26
4866,119,2,77,2025-09-21 15:21:26
4867,147,2,77,2025-09-21 15:22:26
4868,2,1,78,2025-09-21 15:23:26
4869,9,1,78,2025-09-21 15:24:26
4870,28,4,78,2025-09-21 15:25:26
4871,45,4,78,2025-09-21 15:26:26
4872,91,4,78,2025-09-21 15:27:26
4873,112,5,78,2025-09-21 15:28:26
4874,116,5,78,2025-09-21 15:29:26
4875,125,4,78,2025-09-21 15:30:26
4876,146,1,78,2025-09-21 15:31:26
4877,160,5,78,2025-09-21 15:32:26
4878,22,4,79,2025-09-21 15:33:26
4879,31,4,79,2025-09-21 15:34:26
4880,60,3,79,2025-09-21 15:35:26
4881,82,3,79,2025-09-21 15:36:26
4882,84,4,79,2025-09-21 15:37:26
4883,92,2,79,2025-09-21 15:38:26
4884,94,2,79,2025-09-21 15:39:26
4885,108,2,79,2025-09-21 15:40:26
4886,156,2,79,2025-09-21 15:41:26
4887,160,5,79,2025-09-21 15:42:26
4888,163,4,79,2025-09-21 15:43:26
4889,6,1,80,2025-09-21 15:44:26
4890,11,1,80,2025-09-21 15:45:26
4891,14,2,80,2025-09-21 15:46:26
4892,38,2,80,2025-09-21 15:47:26
4893,42,4,80,2025-09-21 15:48:26
4894,43,2,80,2025-09-21 15:49:26
4895,91,3,80,2025-09-21 15:50:26
4896,122,2,80,2025-09-21 15:51:26
4897,127,3,80,2025-09-21 15:52:26
4898,132,2,80,2025-09-21 15:53:26
4899,154,1,80,2025-09-21 15:54:26
4900,161,4,80,2025-09-21 15:55:26
4901,11,5,81,2025-09-21 15:56:26
4902,26,5,81,2025-09-21 15:57:26
4903,45,4,81,2025-09-21 15:58:26
4904,83,2,81,2025-09-21 15:59:26
4905,92,3,81,2025-09-21 16:00:26
4906,122,5,81,2025-09-21 16:01:26
4907,135,4,81,2025-09-21 16:02:26
4908,146,1,81,2025-09-21 16:03:26
4909,149,4,81,2025-09-21 16:04:26
4910,151,2,81,2025-09-21 16:05:26
4911,22,3,82,2025-09-21 16:06:26
4912,38,2,82,2025-09-21 16:07:26
4913,52,4,82,2025-09-21 16:08:26
4914,60,2,82,2025-09-21 16:09:26
4915,78,2,82,2025-09-21 16:10:26
4916,95,4,82,2025-09-21 16:11:26
4917,96,3,82,2025-09-21 16:12:26
4918,107,4,82,2025-09-21 16:13:26
4919,119,2,82,2025-09-21 16:14:26
4920,126,2,82,2025-09-21 16:15:26
4921,2,5,83,2025-09-21 16:16:26
4922,3,2,83,2025-09-21 16:17:26
4923,26,2,83,2025-09-21 16:18:26
4924,79,5,83,2025-09-21 16:19:26
4925,89,1,83,2025-09-21 16:20:26
4926,96,4,83,2025-09-21 16:21:26
4927,132,3,83,2025-09-21 16:22:26
4928,134,2,83,2025-09-21 16:23:26
4929,146,4,83,2025-09-21 16:24:26
4930,148,5,83,2025-09-21 16:25:26
4931,36,3,84,2025-09-21 16:26:26
4932,78,4,84,2025-09-21 16:27:26
4933,80,3,84,2025-09-21 16:28:26
4934,81,1,84,2025-09-21 16:29:26
4935,88,5,84,2025-09-21 16:30:26
4936,108,5,84,2025-09-21 16:31:26
4937,151,4,84,2025-09-21 16:32:26
4938,153,3,84,2025-09-21 16:33:26
4939,160,2,84,2025-09-21 16:34:26
4940,2,2,85,2025-09-21 16:35:26
4941,21,5,85,2025-09-21 16:36:26
4942,30,3,85,2025-09-21 16:37:26
4943,37,2,85,2025-09-21 16:38:26
4944,38,4,85,2025-09-21 16:39:26
4945,75,4,85,2025-09-21 16:40:26
4946,86,3,85,2025-09-21 16:41:26
4947,106,1,85,2025-09-21 16:42:26
4948,107,4,85,2025-09-21 16:43:26
4949,5,2,86,2025-09-21 16:44:26
4950,11,5,86,2025-09-21 16:45:26
4951,23,1,86,2025-09-21 16:46:26
4952,33,5,86,2025-09-21 16:47:26
4953,89,3,86,2025-09-21 16:48:26
4954,116,5,86,2025-09-21 16:49:26
4955,118,1,86,2025-09-21 16:50:26
4956,122,3,86,2025-09-21 16:51:26
4957,131,4,86,2025-09-21 16:52:26
4958,137,1,86,2025-09-21 16:53:26
4959,8,3,87,2025-09-21 16:54:26
4960,49,2,87,2025-09-21 16:55:26
4961,52,3,87,2025-09-21 16:56:26
4962,62,2,87,2025-09-21 16:57:26
4963,65,5,87,2025-09-21 16:58:26
4964,82,3,87,2025-09-21 16:59:26
4965,101,3,87,2025-09-21 17:00:26
4966,144,1,87,2025-09-21 17:01:26
4967,147,4,87,2025-09-21 17:02:26
4968,159,4,87,2025-09-21 17:03:26
4969,17,1,88,2025-09-21 17:04:26
4970,19,2,88,2025-09-21 17:05:26
4971,27,4,88,2025-09-21 17:06:26
4972,38,5,88,2025-09-21 17:07:26
4973,50,2,88,2025-09-21 17:08:26
4974,52,4,88,2025-09-21 17:09:26
4975,53,4,88,2025-09-21 17:10:26
4976,60,1,88,2025-09-21 17:11:26
4977,71,3,88,2025-09-21 17:12:26
4978,95,2,88,2025-09-21 17:13:26
4979,117,4,88,2025-09-21 17:14:26
4980,163,2,88,2025-09-21 17:15:26
4981,6,1,89,2025-09-21 17:16:26
4982,12,3,89,2025-09-21 17:17:26
4983,29,5,89,2025-09-21 17:18:26
4984,44,3,89,2025-09-21 17:19:26
4985,48,3,89,2025-09-21 17:20:26
4986,82,1,89,2025-09-21 17:21:26
4987,83,4,89,2025-09-21 17:22:26
4988,95,5,89,2025-09-21 17:23:26
4989,106,3,89,2025-09-21 17:24:26
4990,156,4,89,2025-09-21 17:25:26
4991,17,4,90,2025-09-21 17:26:26
4992,44,3,90,2025-09-21 17:27:26
4993,56,1,90,2025-09-21 17:28:26
4994,60,1,90,2025-09-21 17:29:26
4995,63,5,90,2025-09-21 17:30:26
4996,64,3,90,2025-09-21 17:31:26
4997,95,4,90,2025-09-21 17:32:26
4998,99,1,90,2025-09-21 17:33:26
4999,123,2,90,2025-09-21 17:34:26
5000,126,1,90,2025-09-21 17:35:26
1,3,4,91,2025-09-21 17:36:26
2,4,4,91,2025-09-21 17:37:26
3,32,4,91,2025-09-21 17:38:26
4,55,4,91,2025-09-21 17:39:26
5,76,1,91,2025-09-21 17:40:26
6,88,5,91,2025-09-21 17:41:26
7,100,3,91,2025-09-21 17:42:26
8,135,2,91,2025-09-21 17:43:26
9,152,5,91,2025-09-21 17:44:26
10,165,5,91,2025-09-21 17:45:26
11,3,1,92,2025-09-21 17:46:26
12,12,4,92,2025-09-21 17:47:26
13,14,5,92,2025-09-21 17:48:26
14,26,5,92,2025-09-21 17:49:26
15,40,4,92,2025-09-21 17:50:26
16,68,5,92,2025-09-21 17:51:26
17,89,3,92,2025-09-21 17:52:26
18,135,1,92,2025-09-21 17:53:26
19,138,1,92,2025-09-21 17:54:26
20,20,4,93,2025-09-21 17:55:26
21,34,3,93,2025-09-21 17:56:26
22,47,5,93,2025-09-21 17:57:26
23,63,5,93,2025-09-21 17:58:26
24,70,1,93,2025-09-21 17:59:26
25,75,3,93,2025-09-21 18:00:26
26,78,3,93,2025-09-21 18:01:26
27,95,3,93,2025-09-21 18:02:26
28,117,2,93,2025-09-21 18:03:26
29,121,4,93,2025-09-21 18:04:26
30,132,2,93,2025-09-21 18:05:26
31,11,5,94,2025-09-21 18:06:26
32,44,2,94,2025-09-21 18:07:26
33,45,3,94,2025-09-21 18:08:26
34,52,4,94,2025-09-21 18:09:26
35,88,5,94,2025-09-21 18:10:26
36,144,1,94,2025-09-21 18:11:26
37,145,4,94,2025-09-21 18:12:26
38,151,1,94,2025-09-21 18:13:26
39,155,2,94,2025-09-21 18:14:26
40,9,3,95,2025-09-21 18:15:26
41,10,2,95,2025-09-21 18:16:26
42,11,1,95,2025-09-21 18:17:26
43,31,2,95,2025-09-21 18:18:26
44,59,5,95,2025-09-21 18:19:26
45,66,4,95,2025-09-21 18:20:26
46,68,3,95,2025-09-21 18:21:26
47,74,2,95,2025-09-21 18:22:26
48,98,4,95,2025-09-21 18:23:26
49,111,4,95,2025-09-21 18:24:26
50,113,3,95,2025-09-21 18:25:26
51,116,4,95,2025-09-21 18:26:26
52,38,1,96,2025-09-21 18:27:26
53,76,3,96,2025-09-21 18:28:26
54,83,4,96,2025-09-21 18:29:26
55,89,5,96,2025-09-21 18:30:26
56,98,1,96,2025-09-21 18:31:26
57,99,4,96,2025-09-21 18:32:26
58,108,3,96,2025-09-21 18:33:26
59,120,4,96,2025-09-21 18:34:26
60,134,5,96,2025-09-21 18:35:26
61,156,1,96,2025-09-21 18:36:26
62,11,4,97,2025-09-21 18:37:26
63,23,1,97,2025-09-21 18:38:26
64,29,4,97,2025-09-21 18:39:26
65,47,3,97,2025-09-21 18:40:26
66,62,1,97,2025-09-21 18:41:26
67,81,1,97,2025-09-21 18:42:26
68,101,2,97,2025-09-21 18:43:26
69,103,1,97,2025-09-21 18:44:26
70,134,1,97,2025-09-21 18:45:26
71,162,5,97,2025-09-21 18:46:26
72,31,5,98,2025-09-21 18:47:26
73,59,2,98,2025-09-21 18:48:26
74,61,1,98,2025-09-21 18:49:26
75,66,3,98,2025-09-21 18:50:26
76,71,2,98,2025-09-21 18:51:26
77,86,5,98,2025-09-21 18:52:26
78,131,2,98,2025-09-21 18:53:26
79,144,5,98,2025-09-21 18:54:26
80,146,3,98,2025-09-21 18:55:26
81,8,4,99,2025-09-21 18:56:26
82,18,2,99,2025-09-21 18:57:26
83,28,2,99,2025-09-21 18:58:26
84,53,5,99,2025-09-21 18:59:26
85,57,2,99,2025-09-21 19:00:26
86,84,3,99,2025-09-21 19:01:26
87,91,1,99,2025-09-21 19:02:26
88,97,2,99,2025-09-21 19:03:26
89,101,1,99,2025-09-21 19:04:26
90,115,2,99,2025-09-21 19:05:26
91,15,2,100,2025-09-21 19:06:26
92,42,4,100,2025-09-21 19:07:26
93,62,4,100,2025-09-21 19:08:26
94,80,3,100,2025-09-21 19:09:26
95,93,1,100,2025-09-21 19:10:26
96,135,3,100,2025-09-21 19:11:26
97,138,2,100,2025-09-21 19:12:26
98,154,1,100,2025-09-21 19:13:26
99,159,1,100,2025-09-21 19:14:26
100,160,3,100,2025-09-21 19:15:26
101,32,5,2,14/9/2025 09:52:43.962761
102,55,5,2,14/9/2025 09:25:38.366947
103,58,4,2,14/9/2025 09:55:32.985198
104,64,3,2,14/9/2025 09:46:21.712632
105,90,1,2,14/9/2025 09:58:51.757407
106,114,5,2,14/9/2025 09:29:03.0128
107,139,3,2,14/9/2025 09:44:42.235434
108,145,1,2,14/9/2025 09:42:00.007406
109,148,5,2,14/9/2025 09:49:23.719464
110,163,5,2,14/9/2025 09:32:48.067038
111,11,4,3,14/9/2025 10:49:03.776687
112,18,3,3,14/9/2025 10:34:28.288594
113,31,5,3,14/9/2025 10:51:55.07684
114,38,3,3,14/9/2025 10:13:43.814923
115,39,5,3,14/9/2025 10:48:40.663649
116,57,5,3,14/9/2025 10:33:56.884169
117,74,4,3,14/9/2025 10:21:47.08553
118,81,5,3,14/9/2025 11:02:09.742596
119,92,4,3,14/9/2025 10:53:48.765087
120,140,2,3,14/9/2025 11:05:23.020899
121,149,4,3,14/9/2025 10:57:52.925715
122,18,5,4,14/9/2025 13:07:35.284683
123,27,4,4,14/9/2025 11:28:56.317137
124,30,2,4,14/9/2025 11:33:39.017432
125,51,5,4,14/9/2025 12:58:35.756817
126,74,5,4,14/9/2025 12:44:27.173501
127,93,5,4,14/9/2025 13:37:44.090564
128,102,5,4,14/9/2025 11:28:32.345175
129,116,5,4,14/9/2025 13:24:12.676619
130,133,1,4,14/9/2025 13:13:31.707993
131,148,5,4,14/9/2025 13:16:21.190792
132,150,5,4,14/9/2025 11:33:26.889011
133,152,5,4,14/9/2025 13:42:28.208662
134,27,5,5,14/9/2025 15:09:54.03075
135,32,4,5,14/9/2025 14:24:46.133942
136,85,5,5,14/9/2025 15:12:26.472611
137,96,5,5,14/9/2025 15:00:20.33618
138,97,2,5,14/9/2025 14:57:03.498956
139,98,3,5,14/9/2025 15:07:33.371918
140,99,5,5,14/9/2025 15:22:13.966758
141,16,1,6,2025-09-21 02:56:26
142,35,1,6,2025-09-21 02:57:26
143,52,4,6,2025-09-21 02:58:26
144,64,2,6,2025-09-21 02:59:26
145,84,1,6,2025-09-21 03:00:26
146,98,1,6,2025-09-21 03:01:26
147,121,1,6,2025-09-21 03:02:26
148,144,2,6,2025-09-21 03:03:26
149,145,3,6,2025-09-21 03:04:26
150,155,5,6,2025-09-21 03:05:26
151,7,4,7,2025-09-21 03:06:26
152,18,1,7,2025-09-21 03:07:26
153,19,4,7,2025-09-21 03:08:26
154,21,1,7,2025-09-21 03:09:26
155,30,3,7,2025-09-21 03:10:26
156,51,1,7,2025-09-21 03:11:26
157,57,1,7,2025-09-21 03:12:26
158,60,1,7,2025-09-21 03:13:26
159,89,2,7,2025-09-21 03:14:26
160,164,5,7,2025-09-21 03:15:26
161,19,3,8,2025-09-21 03:16:26
162,47,1,8,2025-09-21 03:17:26
163,92,1,8,2025-09-21 03:18:26
164,109,1,8,2025-09-21 03:19:26
165,122,1,8,2025-09-21 03:20:26
166,127,1,8,2025-09-21 03:21:26
167,135,5,8,2025-09-21 03:22:26
168,144,3,8,2025-09-21 03:23:26
169,148,5,8,2025-09-21 03:24:26
170,160,1,8,2025-09-21 03:25:26
171,11,2,9,2025-09-21 03:26:26
172,13,3,9,2025-09-21 03:27:26
173,23,1,9,2025-09-21 03:28:26
174,34,2,9,2025-09-21 03:29:26
175,57,3,9,2025-09-21 03:30:26
176,67,2,9,2025-09-21 03:31:26
177,125,5,9,2025-09-21 03:32:26
178,138,3,9,2025-09-21 03:33:26
179,150,3,9,2025-09-21 03:34:26
180,151,2,9,2025-09-21 03:35:26
181,28,2,10,2025-09-21 03:36:26
182,35,1,10,2025-09-21 03:37:26
183,39,5,10,2025-09-21 03:38:26
184,43,4,10,2025-09-21 03:39:26
185,90,4,10,2025-09-21 03:40:26
186,110,3,10,2025-09-21 03:41:26
187,117,5,10,2025-09-21 03:42:26
188,142,1,10,2025-09-21 03:43:26
189,162,1,10,2025-09-21 03:44:26
190,163,2,10,2025-09-21 03:45:26
191,8,2,11,2025-09-21 03:46:26
192,9,1,11,2025-09-21 03:47:26
193,11,2,11,2025-09-21 03:48:26
194,35,1,11,2025-09-21 03:49:26
195,42,1,11,2025-09-21 03:50:26
196,49,2,11,2025-09-21 03:51:26
197,111,3,11,2025-09-21 03:52:26
198,120,2,11,2025-09-21 03:53:26
199,126,3,11,2025-09-21 03:54:26
200,136,2,11,2025-09-21 03:55:26
201,153,2,11,2025-09-21 03:56:26
202,6,1,12,2025-09-21 03:57:26
203,51,5,12,2025-09-21 03:58:26
204,65,4,12,2025-09-21 03:59:26
205,79,1,12,2025-09-21 04:00:26
